"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-06-14 17:10:00,485.973410000,86.556280000,68.858810000,64.943056667,72.604086667,43.645863333,25.358513333,39.946893333,38.093183333,19.229336667,23.188666667,30.896333333,33.175740000,26.032926667,86.556280000
2018-06-14 17:05:00,460.446666667,23.200483333,66.084840000,63.024486667,70.306040000,42.933776667,24.554106667,38.842690000,36.340666667,16.415653333,20.420783333,28.484126667,29.684843333,23.354653333,23.200483333
2018-06-14 17:00:00,445.512326667,20.381556667,66.494500000,62.357906667,69.956063333,44.027106667,26.854106667,40.189056667,35.459156667,15.707060000,19.923896667,22.525713333,24.464496667,17.553263333,20.381556667
2018-06-14 16:55:00,440.753200000,63.354746667,63.980626667,60.166863333,67.341333333,43.514100000,26.408560000,39.745020000,35.130780000,15.018963333,19.084940000,25.457620000,26.227586667,18.676806667,63.354746667
2018-06-14 16:50:00,413.820790000,90.972963333,58.874003333,54.443810000,61.978860000,41.692403333,24.485300000,37.656606667,33.230043333,13.284826667,17.020326667,25.811970000,26.270166667,19.072473333,90.972963333
2018-06-14 16:45:00,417.177483333,82.226846667,60.880166667,55.162360000,61.235490000,43.524553333,24.392113333,37.800560000,34.293303333,14.027466667,17.220706667,25.750576667,24.747373333,18.142813333,82.226846667
2018-06-14 16:40:00,451.837663333,111.145436667,59.305736667,54.355670000,61.560403333,46.046026667,26.691796667,40.564083333,41.151720000,21.493170000,24.354883333,27.691880000,27.153003333,21.469290000,111.145436667
2018-06-14 16:35:00,473.893606667,113.538193333,60.885053333,56.324480000,62.902740000,46.956850000,27.573550000,41.173996667,47.908606667,28.923070000,31.670550000,25.163003333,24.869406667,19.542300000,113.538193333
2018-06-14 16:30:00,433.825410000,111.855890000,61.904166667,58.015413333,64.211223333,44.140520000,25.974176667,38.711220000,35.135690000,14.992703333,17.914493333,25.894060000,26.611326667,20.320416667,111.855890000
2018-06-14 16:25:00,426.471403333,114.733476667,61.089076667,57.567690000,64.374743333,44.750360000,24.789520000,38.686210000,34.050130000,13.644173333,16.588830000,26.094836667,25.805423333,19.030410000,114.733476667
2018-06-14 16:20:00,428.048496667,119.006540000,63.215326667,58.800953333,66.008503333,44.727196667,25.526403333,39.004013333,34.626506667,14.646480000,17.728260000,23.022770000,23.076486667,17.665596667,119.006540000
2018-06-14 16:15:00,473.712063333,84.480930000,61.707896667,57.227773333,64.580253333,46.163653333,27.816823333,41.388770000,47.129736667,27.787943333,31.604560000,24.518953333,24.501273333,19.284426667,84.480930000
2018-06-14 16:10:00,454.001063333,118.412536667,62.325683333,57.746730000,64.949180000,47.258606667,27.103010000,41.454390000,40.190376667,20.892026667,24.815196667,23.953656667,24.412420000,18.899786667,118.412536667
2018-06-14 16:05:00,427.259870000,122.611150000,60.593266667,54.241876667,62.042346667,46.323146667,25.624360000,39.449633333,32.984453333,12.806023333,16.694973333,25.471663333,28.891873333,22.136253333,122.611150000
2018-06-14 16:00:00,442.063033333,36.848483333,62.045313333,57.215403333,63.529550000,48.068593333,26.766940000,40.831663333,33.476270000,13.361336667,17.249783333,27.422566667,29.587800000,22.507813333,36.848483333
2018-06-14 15:55:00,461.167693333,103.048190000,65.685633333,59.493516667,66.284043333,49.562306667,28.370480000,42.926563333,35.374533333,15.673006667,19.458393333,25.056826667,31.881960000,21.400430000,103.048190000
2018-06-14 15:50:00,442.413860000,89.546833333,64.681703333,59.338996667,65.935573333,48.930500000,27.063920000,41.494830000,35.801273333,15.943856667,18.588113333,21.405443333,26.189736667,17.039913333,89.546833333
2018-06-14 15:45:00,430.831396667,121.923163333,62.806760000,58.290833333,65.994503333,45.958316667,25.456853333,39.183250000,33.467910000,13.551833333,16.494513333,25.074070000,25.020133333,19.532420000,121.923163333
2018-06-14 15:40:00,441.372006667,87.113746667,63.528146667,58.740856667,66.021943333,45.513616667,25.527226667,39.367860000,34.995703333,14.722640000,17.512286667,26.839443333,27.072610000,21.529673333,87.113746667
2018-06-14 15:35:00,469.115733333,102.411976667,62.591733333,58.322740000,65.316430000,46.996966667,27.125173333,40.999776667,46.214203333,27.198250000,30.146606667,23.256330000,22.946590000,18.000933333,102.411976667
2018-06-14 15:30:00,470.128573333,127.297016667,62.180340000,57.519480000,64.744430000,46.742730000,26.755776667,40.575840000,43.529550000,23.862823333,26.703373333,27.690306667,27.897700000,21.926223333,127.297016667
2018-06-14 15:25:00,440.011603333,95.478396667,60.965893333,55.900600000,63.680240000,48.461226667,25.706530000,40.637590000,33.702653333,14.111340000,16.910450000,28.434820000,28.978060000,22.522200000,95.478396667
2018-06-14 15:20:00,417.198503333,33.136533333,57.336423333,52.243896667,60.254073333,48.089536667,24.911206667,40.636883333,33.389480000,13.187483333,16.796160000,25.559680000,25.331756667,19.461923333,33.136533333
2018-06-14 15:15:00,433.385303333,69.192606667,56.398186667,50.362930000,58.952450000,49.647023333,27.561206667,42.962233333,37.896116667,18.937636667,22.575676667,24.906656667,24.228463333,18.956723333,69.192606667
